3228, 3425
3223, 3432
3229, 3435
3228, 3439
3231, 3439
3234, 3429
3231, 3423
3235, 3426
3237, 3433
3243, 3425
3247, 3433
3245, 3439
3245, 3444
3249, 3446
3250, 3448
3255, 3445
3257, 3450
3241, 3475
3255, 3477
3248, 3487
3238, 3488
3242, 3484
3249, 3492
3257, 3486
3258, 3480
3245, 3475
3248, 3480
3252, 3484
3250, 3482
3244, 3470
3239, 3472
3260, 3444
3239, 3414
3237, 3404
3239, 3461
3247, 3399
3254, 3459
3253, 3464
3239, 3453
3250, 3463
3244, 3468
3238, 3465
3244, 3457
3239, 3449
3243, 3402
3237, 3411
3251, 3433
3255, 3436
3253, 3425
3251, 3421
3254, 3420
3256, 3430
3246, 3409
3248, 3405
3250, 3428
-Falador
2964, 3378
2963, 3348
2960, 3378
2966, 3345
3040, 3374
3006, 3332
2987, 3319
2973, 3337
3059, 3373
2982, 3317
2994, 3318
2974, 3316
2983, 3312
2970, 3312
2966, 3339
2995, 3324
2978, 3314
2996, 3323
3006, 3324
3007, 3349
3010, 3328
3001, 3325
3001, 3329
3005, 3355
3009, 3338
2958, 3373
3053, 3371
3013, 3350
3060, 3379
3026, 3336
3059, 3374
3057, 3369
3050, 3369
3042, 3368
2980, 3343
3044, 3372
2977, 3340
3031, 3337
3021, 3342
3016, 3340
2986, 3375
3048, 3362
3029, 3342
3014, 3336
3048, 3342
3035, 3345
3049, 3357
3044, 3350
3038, 3348
3045, 3346
3042, 3351
3045, 3366
3043, 3357
3034, 3359
3039, 3355
3036, 3353
3002, 3365
3034, 3358
3021, 3359
3017, 3365
3027, 3354
3023, 3356
3009, 3366
3025, 3360
3015, 3357
3011, 3364
3012, 3359
2988, 3369
3010, 3356
3006, 3360
2969, 3343
2982, 3368
2997, 3361
2996, 3369
2991, 3365
2992, 3373
2973, 3346
2965, 3355
2983, 3379
2947, 3375
2984, 3372
2964, 3361
2978, 3377
2964, 3390
2963, 3365
2969, 3392
2943, 3358
2945, 3335
2941, 3365
2952, 3357
2943, 3339
2950, 3364
2945, 3345
2945, 3351
2945, 3369
2973, 3370
2955, 3377
2951, 3370
2955, 3389
2943, 3383
2949, 3386
2947, 3378
2955, 3367
2958, 3387
2955, 3384
2960, 3381
2963, 3370
3024, 3384
2977, 3383
2971, 3378
2971, 3374
2973, 3386
2962, 3385
3016, 3387
3015, 3369
3022, 3376
2969, 3387
3011, 3380
3005, 3376
3000, 3377
2974, 3389
3002, 3382
2978, 3386
2984, 3389
3001, 3387
2997, 3385
2994, 3380
2990, 3382
2988, 3386
2968, 3383
